"Bug ID","Product","Component","Assignee","Status","Severity","Resolution","Summary","Changed","Alias","Assignee Real Name","Blocks","Depends on","Hardware","Keywords","Last Visit","Number of Comments","Opened","OS","Personal Tags","Priority","Reporter","Reporter Real Name","Summary","Target Milestone","URL","Version","Votes"
53307,"POI","XWPF","dev","RESOLVED","major","INVALID","How to read and write a .docx file using XWPF","2012-05-28 09:20:45",,"POI Developers List",,,"PC",,,2,"2012-05-28 07:18:33","Windows XP",,"P2","jeyasri021291",,"How to read and write a .docx file using XWPF"," ---",,"3.8-FINAL",0
54049,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] XWPFWordExtractor does not extract footnote references","2015-01-04 19:48:00",,"POI Developers List",,,"PC",,,2,"2012-10-24 19:31:32","Linux",,"P2","akhikhl","Andrey Hihlovskiy","[PATCH] XWPFWordExtractor does not extract footnote references"," ---",,"3.9-dev",0
54099,"POI","XWPF","dev","RESOLVED","minor","FIXED","CTHMerge & CTTcBorders classes missing in poi-ooxml-schemas-3.8","2012-11-15 07:47:54",,"POI Developers List",,,"PC",,,12,"2012-11-05 10:25:40","Windows Vista",,"P2","gabriel.goic","gabe pisce","CTHMerge & CTTcBorders classes missing in poi-ooxml-schemas-3.8"," ---",,"3.8-FINAL",0
54566,"POI","XWPF","dev","RESOLVED","major","INVALID","ZipException was caught broken uncompressed block","2017-01-05 12:59:27",,"POI Developers List",,,"PC",,,3,"2013-02-15 14:04:43","All",,"P2","muralinit","Murali Krishna","ZipException was caught broken uncompressed block"," ---",,"3.10-dev",0
54771,"POI","XWPF","dev","RESOLVED","enhancement","FIXED","Read text from Cover Page, Table of Contents and Bibliography","2014-06-16 19:31:47",,"POI Developers List",,,"All",,,7,"2013-03-29 19:06:07","All",,"P2","vikas.garg",,"Read text from Cover Page, Table of Contents and Bibliography"," ---",,"3.9-dev",0
54849,"POI","XWPF","dev","RESOLVED","normal","FIXED","Controlled content/Form (Std/StdBlock) content is not processed","2013-06-20 00:11:47",,"POI Developers List",,,"PC",,,22,"2013-04-16 01:40:12","All",,"P2","tallison","Tim Allison","Controlled content/Form (Std/StdBlock) content is not processed"," ---",,"3.9-FINAL",3
55066,"POI","XWPF","dev","RESOLVED","critical","FIXED","Then open XWPFDocument onDocumentRead method dublicate existing Footnotes.","2013-06-20 12:51:38",,"POI Developers List",,,"PC",,,5,"2013-06-06 07:17:42","All",,"P2","monkevic","Andzej Monkevic","Then open XWPFDocument onDocumentRead method dublicate existing Footnotes."," ---",,"3.9-FINAL",0
55142,"POI","XWPF","dev","RESOLVED","trivial","FIXED","Newlines incorrectly added within SDT between runs","2013-06-25 14:32:27",,"POI Developers List",,,"PC",,,4,"2013-06-25 11:34:41","All",,"P2","tallison","Tim Allison","Newlines incorrectly added within SDT between runs"," ---",,"3.10-dev",0
55196,"POI","XWPF","dev","RESOLVED","normal","FIXED","XWPFDocument createTOC Exception when style names less than 7 characters","2014-07-31 16:11:42",,"POI Developers List",,,"PC",,,2,"2013-07-04 09:45:01","All",,"P2","clive.emberey","emberey","XWPFDocument createTOC Exception when style names less than 7 characters"," ---",,"3.9-FINAL",0
55361,"POI","XWPF","dev","RESOLVED","trivial","FIXED","Add CTMoveBookmark to ooxml-lite to avoid OOXML NoSuchMethodException when loading some XWPF Docs","2013-08-08 13:52:16",,"POI Developers List",,,"PC",,,2,"2013-08-05 17:58:07","All",,"P2","tallison","Tim Allison","Add CTMoveBookmark to ooxml-lite to avoid OOXML NoSuchMethodException when loading some XWPF Docs"," ---",,"3.10-dev",0
55476,"POI","XWPF","dev","RESOLVED","normal","WORKSFORME","[PATCH] Fixed: after XWPFRun.addPicture() Word considers the document as corrupted","2016-02-15 19:18:22",,"POI Developers List",,49765,"PC","PatchAvailable",,7,"2013-08-23 20:23:58","All",,"P2","Dmitry.Romanov","Dmitry Romanov","[PATCH] Fixed: after XWPFRun.addPicture() Word considers the document as corrupted"," ---",,"3.11-dev",7
55541,"POI","XWPF","dev","RESOLVED","normal","DUPLICATE","Generating word throws exception when using equal or more then 7 rows","2016-07-26 13:03:40",,"POI Developers List",,,"PC",,,2,"2013-09-09 12:57:09","All",,"P2","marko.zupancic","marko","Generating word throws exception when using equal or more then 7 rows"," ---",,"unspecified",0
55566,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] Accept 0-based ID values","2016-07-26 12:58:54",,"POI Developers List",,,"PC","PatchAvailable",,6,"2013-09-17 16:21:44","Linux",,"P2","apache","Joachim Breuer","[PATCH] Accept 0-based ID values"," ---",,"3.9-FINAL",0
55625,"POI","XWPF","dev","RESOLVED","critical","INVALID","Index is POI XWPF","2013-10-05 13:43:01",,"POI Developers List",,,"PC",,,2,"2013-10-04 19:10:47","All",,"P2","praneeth.konda","Praneeth","Index is POI XWPF"," ---",,"unspecified",0
55733,"POI","XWPF","dev","RESOLVED","normal","FIXED","NullPointerException when attempting to parse a Word document with no headers","2013-11-01 19:44:05",,"POI Developers List",,,"PC",,,2,"2013-11-01 17:11:02","All",,"P2","david.patrone",,"NullPointerException when attempting to parse a Word document with no headers"," ---",,"3.9-FINAL",0
55802,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] Wrong encoding used for non-ASCII characters in text runs","2017-08-06 19:42:44",,"POI Developers List",,,"PC",,,13,"2013-11-20 14:53:01","All",,"P2","tp",,"[PATCH] Wrong encoding used for non-ASCII characters in text runs"," ---",,"3.9-FINAL",0
55953,"POI","XWPF","dev","RESOLVED","normal","FIXED","Unable to position the table to center.","2018-02-12 04:13:32",,"POI Developers List",,,"PC",,,4,"2014-01-05 15:27:50","Linux",,"P2","25.govind",,"Unable to position the table to center."," ---",,"3.9-FINAL",0
55954,"POI","XWPF","dev","RESOLVED","normal","FIXED","Unable to remove the outer borders of a table","2018-02-11 18:47:13",,"POI Developers List",,,"PC",,,2,"2014-01-05 17:11:40","Linux",,"P2","25.govind",,"Unable to remove the outer borders of a table"," ---",,"3.9-FINAL",0
55992,"POI","XWPF","dev","RESOLVED","normal","INVALID","right to left (rtl) text in xwpfdocument (apache poi)","2014-01-12 09:42:34",,"POI Developers List",,,"PC",,,2,"2014-01-12 06:55:05","All",,"P2","rahil.jf","rahil","right to left (rtl) text in xwpfdocument (apache poi)"," ---",,"3.9-FINAL",0
56006,"POI","XWPF","dev","RESOLVED","blocker","FIXED","XWPFDocument increasing size and gets unusable after several ""read-write"" iterations","2014-07-31 16:23:52",,"POI Developers List",,,"All",,,9,"2014-01-14 16:49:22","All",,"P2","andresfr84","Andres Fuentes","XWPFDocument increasing size and gets unusable after several ""read-write"" iterations"," ---",,"3.9-FINAL",0
56075,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] Add Change Tracking support to XWPF","2014-03-13 00:18:19",,"POI Developers List",,,"PC",,,3,"2014-01-28 12:47:29","All",,"P2","stefan.kopf","Stefan Kopf","[PATCH] Add Change Tracking support to XWPF"," ---",,"unspecified",0
56076,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] Add document protection with password support to XWPF","2014-02-21 23:25:33",,"POI Developers List",,,"PC",,,7,"2014-01-28 13:41:42","All",,"P2","stefan.kopf","Stefan Kopf","[PATCH] Add document protection with password support to XWPF"," ---",,"unspecified",0
56127,"POI","XWPF","dev","RESOLVED","normal","FIXED","if text have table and we fatch the text thru getText method in XWPFWordExtractor class than table content is coming in last","2014-02-11 15:51:15",,"POI Developers List",,,"PC",,,4,"2014-02-10 13:47:06","All",,"P2","hiravi_2410","Ravindra","if text have table and we fatch the text thru getText method in XWPFWordExtractor class than table content is coming in last"," ---",,"3.9-FINAL",0
56350,"POI","XWPF","dev","RESOLVED","major","INVALID","XWPFRun seperating text in the same format","2014-04-05 16:34:11",,"POI Developers List",,,"PC",,,2,"2014-04-04 20:01:47","All",,"P2","navaneethster","Navaneeth Anantharaman","XWPFRun seperating text in the same format"," ---",,"unspecified",0
56392,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] IllegalArgumentException in IdentifierManager / XWPFDocument","2015-03-11 20:32:37",,"POI Developers List",,,"PC","PatchAvailable",,8,"2014-04-11 13:32:40","Linux",,"P2","hannes","Hannes Erven","[PATCH] IllegalArgumentException in IdentifierManager / XWPFDocument"," ---",,"3.10-FINAL",0
56799,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] CTTblGrid classes missing from poi-ooxml-schemas","2015-03-05 06:31:54",,"POI Developers List",,,"Macintosh","PatchAvailable",,3,"2014-08-01 00:16:54","All",,"P2","tntim96",,"[PATCH] CTTblGrid classes missing from poi-ooxml-schemas"," ---",,"3.10-FINAL",0
56864,"POI","XWPF","dev","RESOLVED","normal","FIXED","XWPFLatentStyles.isLatentStyle always returns true if there is at least 1 lsdException","2014-08-28 00:23:58",,"POI Developers List",,,"PC",,,3,"2014-08-17 14:32:20","All",,"P2","yaniv","Yaniv Kunda","XWPFLatentStyles.isLatentStyle always returns true if there is at least 1 lsdException"," ---",,"3.11-dev",0
56906,"POI","XWPF","dev","RESOLVED","major","INVALID","While reading .docx(of more than 10mb) file with Apache POI its throwing OutOfMemory error","2014-09-01 11:27:04",,"POI Developers List",,,"PC",,,2,"2014-09-01 11:14:11","All",,"P2","ajeet.singh","Ajeet Singh","While reading .docx(of more than 10mb) file with Apache POI its throwing OutOfMemory error"," ---",,"3.10-FINAL",0
56934,"POI","XWPF","dev","RESOLVED","normal","INVALID","CTPageSz and CTTblGrid classes are missing","2014-09-16 05:45:29",,"POI Developers List",,,"PC",,,3,"2014-09-09 09:54:50","Windows XP",,"P2","lamakazzz","lamakazzz","CTPageSz and CTTblGrid classes are missing"," ---",,"3.11-dev",0
57031,"POI","XWPF","dev","RESOLVED","critical","FIXED","Out of Memory when extracting text from attached files","2016-04-01 21:19:03",,"POI Developers List",,,"PC","PatchAvailable",,20,"2014-09-28 13:41:33","All",,"P2","li.guoyu","Li Guoyu","Out of Memory when extracting text from attached files"," ---",,"3.7-FINAL",0
57254,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] Patch on XWPFStyles to fix state after calling setStyles","2014-12-19 14:42:48",,"POI Developers List",,,"PC",,,2,"2014-11-24 19:28:09","Linux",,"P2","kars.arnout.blom","Kars Blom","[PATCH] Patch on XWPFStyles to fix state after calling setStyles"," ---",,"3.11-dev",0
57312,"POI","XWPF","dev","RESOLVED","normal","FIXED","XWPFRun.getUnderline() throws NullPointerException, when missing xml attribute ""w:val""","2014-12-19 14:32:36",,"POI Developers List",,,"PC",,,3,"2014-12-05 10:21:06","All",,"P2","rafal.truszewski","RafTrusz","XWPFRun.getUnderline() throws NullPointerException, when missing xml attribute ""w:val"""," ---",,"3.11-dev",0
57366,"POI","XWPF","dev","RESOLVED","normal","FIXED","XWPFTable to Header / Footer","2016-10-30 18:55:06",,"POI Developers List",,,"PC",,,3,"2014-12-18 17:54:42","All",,"P2","dommschwenker","Dommschwenker","XWPFTable to Header / Footer"," ---",,"unspecified",0
57495,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] getTableArray method can not get 0 pos table","2017-02-22 02:49:25",,"POI Developers List",,,"PC","PatchAvailable",,9,"2015-01-26 03:07:06","All",,"P2","yu.zhang","zhangyu","[PATCH] getTableArray method can not get 0 pos table"," ---",,"3.11-dev",0
57639,"POI","XWPF","dev","RESOLVED","normal","MOVED","using external jars in eclipse plug-in project - getting ClassNotFound exception for ..usermodel.XWPFDocument","2015-02-27 11:42:05",,"POI Developers List",,,"PC",,,5,"2015-02-26 15:05:39","All",,"P2","furkan.tanriverdi","furkan","using external jars in eclipse plug-in project - getting ClassNotFound exception for ..usermodel.XWPFDocument"," ---","http://stackoverflow.com/questions/28744884/using-external-jars-in-eclipse-plug-in-project","3.9-FINAL",0
57829,"POI","XWPF","dev","RESOLVED","normal","FIXED","XWPFParagraph.removeRun(.) don't remove XWPFRun from irun list and can lead to XmlValueDisconnectedException","2015-04-24 01:29:38",,"POI Developers List",,,"PC",,,2,"2015-04-17 21:47:26","All",,"P2","brunohpg","Bruno","XWPFParagraph.removeRun(.) don't remove XWPFRun from irun list and can lead to XmlValueDisconnectedException"," ---",,"3.11-FINAL",0
57889,"POI","XWPF","dev","RESOLVED","normal","FIXED","Fix potential NPE in  XWPFParagraph.getNumFmt()","2016-01-12 20:26:43",,"POI Developers List",58839,,"PC",,,4,"2015-05-05 01:38:12","All",,"P2","tallison","Tim Allison","Fix potential NPE in  XWPFParagraph.getNumFmt()"," ---",,"unspecified",0
57961,"POI","XWPF","dev","RESOLVED","normal","FIXED","NPE in PoiTextExtractor when closed","2015-06-16 13:45:02",,"POI Developers List",,,"PC",,,3,"2015-05-27 23:44:38","Mac OS X 10.1",,"P2","rimovm","Michael Rimov","NPE in PoiTextExtractor when closed"," ---",,"3.10-FINAL",0
57975,"POI","XWPF","dev","RESOLVED","normal","FIXED","Clean up code in XWPF","2015-05-29 14:02:24",,"POI Developers List",,,"PC",,,2,"2015-05-29 14:00:06","All",,"P2","tallison","Tim Allison","Clean up code in XWPF"," ---",,"unspecified",0
57991,"POI","XWPF","dev","RESOLVED","normal","WORKSFORME","Adding image to document .docx not work, both 3.12 and 3.10 versions","2016-06-18 05:46:58",,"POI Developers List",,,"PC",,,3,"2015-06-02 18:40:57","Linux",,"P2","giovanni.gaglione","giovannig","Adding image to document .docx not work, both 3.12 and 3.10 versions"," ---",,"3.12-FINAL",0
58067,"POI","XWPF","dev","RESOLVED","normal","FIXED","getText() of XWPFParagraph returns deleted text if in ""review"" mode","2017-12-26 10:36:16",,"POI Developers List",61787,,"Macintosh",,,6,"2015-06-22 11:36:48","All",,"P2","femmer",,"getText() of XWPFParagraph returns deleted text if in ""review"" mode"," ---",,"unspecified",0
58127,"POI","XWPF","dev","RESOLVED","normal","INVALID","sweetsumi","2015-07-12 07:52:50",,"POI Developers List",,,"PC",,,2,"2015-07-12 06:23:21","All",,"P2","uddimpu","aman kumar sinha","sweetsumi"," ---",,"unspecified",0
58237,"POI","XWPF","dev","RESOLVED","major","FIXED","Unable to add image to a word document header using XWPF","2016-12-12 02:46:06",,"POI Developers List",,,"PC",,,17,"2015-08-12 12:17:53","All",,"P2","nishant.noida79","nishant","Unable to add image to a word document header using XWPF"," ---",,"3.13-FINAL",0
58597,"POI","XWPF","dev","RESOLVED","normal","FIXED","XWPFDocument causes SecurityException under securitymanager","2015-11-11 19:26:28",,"POI Developers List",,,"PC",,,12,"2015-11-07 23:06:01","Linux",,"P2","rmuir",,"XWPFDocument causes SecurityException under securitymanager"," ---",,"3.13-FINAL",0
58618,"POI","XWPF","dev","RESOLVED","normal","FIXED","[PATCH] XWPFParagraph insertNewRun and removeRun work incorrectly for runs after hyperlink/field runs..","2016-01-01 16:29:10",,"POI Developers List",,,"All","PatchAvailable",,3,"2015-11-16 23:41:04","All",,"P2","mb_apache","Mark Bortolazzo","[PATCH] XWPFParagraph insertNewRun and removeRun work incorrectly for runs after hyperlink/field runs.."," ---",,"unspecified",0
58919,"POI","XWPF","dev","RESOLVED","enhancement","FIXED","[PATCH] Utility method to check any restrict protected","2016-02-17 18:39:45",,"POI Developers List",,,"PC","PatchAvailable",,3,"2016-01-25 11:56:16","All",,"P2","dpbabu","Prasadu","[PATCH] Utility method to check any restrict protected"," ---",,"3.14-dev",0
58920,"POI","XWPF","dev","RESOLVED","minor","INVALID","java.lang.IllegalArgumentException: Value for parameter 'id' was out of bounds when parsing docx","2016-01-26 08:57:48",,"POI Developers List",,,"PC",,,3,"2016-01-25 21:55:38","Linux",,"P2","gaspar.pizarro.v",,"java.lang.IllegalArgumentException: Value for parameter 'id' was out of bounds when parsing docx"," ---",,"3.13-FINAL",0
58922,"POI","XWPF","dev","RESOLVED","minor","WORKSFORME","org.apache.poi.xwpf.usermodel.XWPFRun.setFontSize(-1) sets size to +32767","2016-03-29 17:03:29",,"POI Developers List",,,"PC",,,3,"2016-01-26 13:13:56","All",,"P2","simon.sperl","simon","org.apache.poi.xwpf.usermodel.XWPFRun.setFontSize(-1) sets size to +32767"," ---",,"3.14-dev",0
58925,"POI","XWPF","dev","RESOLVED","blocker","INVALID","IllegalArgumentException: already added: Lorg/apache/xmlbeans/xml/stream/XMLEvent","2016-04-04 07:27:50",,"POI Developers List",,59268,"Other",,,3,"2016-01-27 16:42:52","All",,"P2","rowan.tarek","Rowan","IllegalArgumentException: already added: Lorg/apache/xmlbeans/xml/stream/XMLEvent"," ---",,"3.13-FINAL",0
58993,"POI","XWPF","dev","RESOLVED","major","WONTFIX","failed to extract the correct paragraph direction for docx documents","2016-02-11 18:08:07",,"POI Developers List",,,"All",,,3,"2016-02-10 21:54:50","All",,"P2","yunan05404","nan.yu","failed to extract the correct paragraph direction for docx documents"," ---",,"3.13-FINAL",0
58995,"POI","XWPF","dev","RESOLVED","normal","WONTFIX","Create shape with drawing ml instead of using vml","2016-02-11 15:31:17",,"POI Developers List",,,"PC",,,3,"2016-02-11 10:46:51","Mac OS X 10.4",,"P2","aswiniragunath","Hrishi","Create shape with drawing ml instead of using vml"," ---",,"3.12-FINAL",0
59030,"POI","XWPF","dev","RESOLVED","normal","FIXED","Nullpointer Exception while accessing table cell alignment","2017-02-08 18:38:56",,"POI Developers List",,,"PC",,,4,"2016-02-19 07:26:29","All",,"P2","dpbabu","Prasadu","Nullpointer Exception while accessing table cell alignment"," ---",,"3.14-dev",0
59208,"POI","XWPF","dev","RESOLVED","normal","FIXED","bold xml value of ""1"" treated as false","2016-03-22 04:24:53",,"POI Developers List",,,"PC",,,2,"2016-03-22 02:39:13","All",,"P2","onealj","Javen O'Neal","bold xml value of ""1"" treated as false"," ---",,"3.15-dev",0
59378,"POI","XWPF","dev","RESOLVED","normal","INVALID","Docx file corruption on write - The part /_rels/.rels does not have any content type","2016-06-02 20:10:04",,"POI Developers List",,,"PC",,,4,"2016-04-26 14:42:51","Linux",,"P2","thomas.schwery","Thomas Schwery","Docx file corruption on write - The part /_rels/.rels does not have any content type"," ---",,"3.15-dev",0
59624,"POI","XWPF","dev","RESOLVED","normal","FIXED","Outer Border color cannot be set for Tables and Table width is also not setting","2018-02-11 21:04:07",,"POI Developers List",,,"PC",,,3,"2016-05-24 12:14:52","All",,"P2","chennak.s","Chenna Kesavarao","Outer Border color cannot be set for Tables and Table width is also not setting"," ---",,"3.14-FINAL",0
